open,close,Trading_turnover,high,low
81.38,81.13,1910.04,81.47,80.62
81.52,81.27,1920.56,81.61,80.76
81.51,81.26,1919.78,81.6,80.75
81.33,81.09,1906.77,81.43,80.58
81.06,80.82,1886.11,81.17,80.31
80.75,80.51,1862.98,80.88,80.0
80.45,80.22,1840.14,80.58,79.71
80.16,79.93,1818.14,80.31,79.42
79.87,79.65,1796.68,80.03,79.14
79.58,79.36,1774.84,79.76,78.86
79.29,79.07,1752.57,79.47,78.57
79.03,78.82,1732.95,79.23,78.31
78.81,78.6,1715.94,79.01,78.09
78.58,78.38,1699.14,78.8,77.87
78.37,78.17,1682.77,78.59,77.66
78.16,77.96,1667.1,78.39,77.46
77.97,77.77,1652.26,78.2,77.26
77.78,77.59,1638.19,78.03,77.08
77.61,77.41,1624.72,77.86,76.91
77.44,77.24,1611.71,77.69,76.74
77.27,77.08,1599.08,77.53,76.57
77.11,76.92,1586.85,77.38,76.42
76.95,76.77,1575.02,77.23,76.26
76.8,76.62,1563.55,77.08,76.11
76.66,76.47,1552.38,76.94,75.97
76.52,76.33,1541.46,76.8,75.83
76.38,76.19,1530.79,76.67,75.69
76.24,76.06,1520.35,76.54,75.56
76.1,75.92,1510.13,76.41,75.42
75.97,75.79,1500.09,76.28,75.29
