open,close,Trading_turnover,high,low
81.6,81.35,1926.47,81.68,80.84
81.7,81.45,1934.53,81.79,80.94
81.66,81.41,1931.21,81.74,80.9
81.46,81.21,1916.5,81.56,80.7
81.17,80.93,1894.6,81.28,80.42
80.85,80.61,1870.32,80.97,80.1
80.53,80.3,1846.74,80.67,79.79
80.24,80.01,1824.26,80.38,79.5
79.94,79.72,1801.89,80.1,79.21
79.65,79.43,1779.56,79.82,78.92
79.35,79.13,1757.25,79.53,78.63
79.09,78.87,1737.29,79.28,78.37
78.86,78.65,1719.96,79.06,78.14
78.63,78.43,1702.91,78.84,77.92
78.42,78.21,1686.35,78.64,77.7
78.21,78.01,1670.52,78.43,77.5
78.01,77.81,1655.53,78.25,77.31
77.82,77.63,1641.32,78.07,77.12
77.65,77.45,1627.73,77.89,76.94
77.47,77.28,1614.6,77.73,76.77
77.31,77.11,1601.88,77.57,76.61
77.15,76.95,1589.56,77.41,76.45
76.99,76.8,1577.65,77.26,76.3
76.84,76.65,1566.11,77.11,76.15
76.69,76.5,1554.87,76.97,76.0
76.55,76.36,1543.9,76.83,75.86
76.41,76.22,1533.17,76.7,75.72
76.27,76.09,1522.68,76.57,75.59
76.13,75.95,1512.41,76.44,75.45
76.0,75.82,1502.34,76.31,75.32
