open,close,Trading_turnover,high,low
81.2,80.96,1897.31,81.31,80.45
80.83,80.6,1869.52,80.96,80.09
80.59,80.36,1850.93,80.72,79.85
80.45,80.22,1840.65,80.59,79.71
80.35,80.12,1832.69,80.49,79.61
80.19,79.96,1820.78,80.34,79.45
79.95,79.73,1802.76,80.11,79.22
79.67,79.44,1781.0,79.84,78.94
79.38,79.17,1759.65,79.56,78.66
79.13,78.91,1740.13,79.32,78.4
78.88,78.67,1721.44,79.08,78.16
78.66,78.45,1704.68,78.87,77.94
78.45,78.25,1689.1,78.67,77.74
78.24,78.04,1673.11,78.47,77.53
78.04,77.84,1657.73,78.27,77.33
77.85,77.65,1643.31,78.09,77.15
77.67,77.48,1629.7,77.92,76.97
77.5,77.31,1616.59,77.75,76.8
77.33,77.14,1603.84,77.59,76.64
77.17,76.98,1591.45,77.44,76.48
77.01,76.82,1579.45,77.28,76.32
76.86,76.67,1567.84,77.14,76.17
76.71,76.53,1556.56,76.99,76.02
76.57,76.38,1545.57,76.86,75.88
76.43,76.24,1534.81,76.72,75.74
76.29,76.11,1524.28,76.59,75.61
76.15,75.97,1513.97,76.46,75.47
76.02,75.84,1503.87,76.33,75.34
75.89,75.71,1493.94,76.2,75.21
75.76,75.59,1484.18,76.08,75.09
