open,close,Trading_turnover,high,low
21.66,21.55,287.65,21.83,21.45
21.73,21.63,290.15,21.91,21.53
21.71,21.61,289.57,21.89,21.51
21.63,21.53,286.89,21.81,21.43
21.55,21.44,284.14,21.72,21.35
21.48,21.38,282.04,21.66,21.28
21.43,21.33,280.28,21.61,21.23
21.38,21.28,278.5,21.55,21.18
21.32,21.22,276.7,21.5,21.12
21.27,21.17,274.93,21.44,21.07
21.22,21.12,273.26,21.39,21.02
21.18,21.08,271.8,21.35,20.98
21.14,21.04,270.44,21.31,20.94
21.09,20.99,269.05,21.26,20.9
21.05,20.96,267.73,21.22,20.86
21.02,20.92,266.5,21.19,20.82
20.98,20.88,265.33,21.15,20.79
20.95,20.85,264.2,21.12,20.75
20.92,20.82,263.12,21.09,20.72
20.89,20.79,262.09,21.05,20.69
20.86,20.76,261.11,21.02,20.66
20.83,20.73,260.17,21.0,20.63
20.8,20.7,259.26,20.97,20.6
20.77,20.68,258.4,20.94,20.58
20.75,20.65,257.57,20.92,20.55
20.73,20.63,256.78,20.89,20.53
20.7,20.61,256.02,20.87,20.51
20.68,20.59,255.3,20.85,20.49
20.66,20.57,254.6,20.83,20.47
20.64,20.55,253.93,20.81,20.45
