open,close,Trading_turnover,high,low
35.02,34.92,2457.73,35.51,34.5
34.96,34.86,2451.06,35.44,34.44
34.82,34.72,2436.27,35.3,34.3
34.6,34.49,2412.73,35.07,34.08
34.31,34.21,2382.16,34.78,33.8
33.98,33.87,2347.12,34.44,33.47
33.63,33.53,2310.68,34.09,33.14
33.29,33.19,2274.84,33.74,32.8
32.96,32.87,2240.76,33.41,32.48
32.67,32.57,2210.1,33.11,32.19
32.42,32.32,2184.55,32.86,31.95
32.22,32.12,2163.9,32.66,31.75
32.04,31.94,2145.1,32.47,31.57
31.85,31.76,2126.46,32.29,31.4
31.68,31.59,2108.7,32.11,31.23
31.52,31.42,2092.11,31.95,31.07
31.37,31.27,2076.67,31.79,30.92
31.23,31.13,2062.27,31.65,30.78
31.09,31.0,2048.77,31.52,30.65
30.97,30.88,2036.06,31.39,30.53
30.85,30.76,2024.05,31.27,30.42
30.74,30.65,2012.66,31.16,30.31
30.64,30.54,2001.82,31.05,30.2
30.53,30.44,1991.49,30.95,30.1
30.44,30.35,1981.64,30.85,30.01
30.35,30.25,1972.24,30.76,29.92
30.26,30.17,1963.24,30.67,29.83
30.17,30.08,1954.62,30.58,29.75
30.09,30.0,1946.33,30.5,29.67
30.02,29.93,1938.37,30.42,29.59
