open,close,Trading_turnover,high,low
34.12,34.02,2361.99,34.59,33.61
34.13,34.03,2363.46,34.6,33.63
34.04,33.94,2354.13,34.51,33.54
33.86,33.76,2334.98,34.32,33.36
33.61,33.51,2309.15,34.08,33.12
33.33,33.24,2279.75,33.79,32.85
33.05,32.95,2249.57,33.5,32.56
32.76,32.67,2220.16,33.21,32.29
32.5,32.4,2192.34,32.94,32.02
32.25,32.15,2167.13,32.69,31.78
32.04,31.94,2145.5,32.48,31.58
31.86,31.77,2127.54,32.3,31.41
31.7,31.61,2111.06,32.14,31.25
31.54,31.45,2094.69,31.97,31.09
31.39,31.3,2079.06,31.82,30.94
31.25,31.15,2064.4,31.67,30.8
31.11,31.02,2050.7,31.54,30.67
30.99,30.89,2037.84,31.41,30.55
30.87,30.78,2025.71,31.29,30.43
30.76,30.66,2014.23,31.17,30.32
30.65,30.56,2003.34,31.07,30.22
30.55,30.46,1992.96,30.96,30.12
30.45,30.36,1983.05,30.87,30.02
30.36,30.27,1973.57,30.77,29.93
30.27,30.18,1964.51,30.68,29.84
30.19,30.1,1955.83,30.6,29.76
30.1,30.01,1947.5,30.51,29.68
30.03,29.94,1939.5,30.43,29.61
29.95,29.86,1931.79,30.36,29.53
29.88,29.79,1924.36,30.28,29.46
