open,close,Trading_turnover,high,low
33.73,33.63,2321.08,34.19,33.23
33.77,33.67,2325.6,34.23,33.27
33.71,33.61,2319.21,34.17,33.21
33.55,33.45,2302.77,34.01,33.06
33.33,33.23,2279.77,33.79,32.85
33.08,32.98,2253.51,33.54,32.6
32.82,32.72,2225.98,33.27,32.34
32.55,32.46,2198.45,33.0,32.08
32.3,32.21,2172.44,32.74,31.84
32.08,31.98,2149.12,32.51,31.61
31.88,31.78,2129.09,32.31,31.42
31.72,31.62,2112.28,32.15,31.26
31.56,31.47,2096.75,31.99,31.11
31.41,31.32,2081.3,31.84,30.96
31.27,31.17,2066.51,31.69,30.82
31.13,31.04,2052.61,31.56,30.69
31.01,30.91,2039.59,31.43,30.56
30.89,30.79,2027.34,31.3,30.45
30.77,30.68,2015.77,31.19,30.34
30.66,30.57,2004.79,31.08,30.23
30.56,30.47,1994.35,30.98,30.13
30.46,30.37,1984.39,30.88,30.04
30.37,30.28,1974.86,30.78,29.94
30.28,30.19,1965.75,30.69,29.86
30.2,30.11,1957.01,30.61,29.77
30.12,30.03,1948.63,30.52,29.69
30.04,29.95,1940.58,30.44,29.62
29.96,29.87,1932.83,30.37,29.54
29.89,29.8,1925.37,30.29,29.47
29.82,29.73,1918.16,30.22,29.4
