time,latest_trade_price,trade_volume,accumulate_trade_volume,open,high,low
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
2020-10-06 13:04:03,38.2500,19,134,38.2500,38.4000,38.1500
