time,latest_trade_price,trade_volume,accumulate_trade_volume,open,high,low
2020-10-06 13:05:32,39.6000,2,463,39.6000,39.7500,39.3000
2020-10-06 13:05:32,39.6000,2,463,39.6000,39.7500,39.3000
2020-10-06 13:05:46,39.6000,1,464,39.6000,39.7500,39.3000
2020-10-06 13:05:32,39.6000,2,463,39.6000,39.7500,39.3000
2020-10-06 13:05:55,39.6000,1,475,39.6000,39.7500,39.3000
2020-10-06 13:05:55,39.6000,1,475,39.6000,39.7500,39.3000
2020-10-06 13:05:55,39.6000,1,475,39.6000,39.7500,39.3000
2020-10-06 13:05:55,39.6000,1,475,39.6000,39.7500,39.3000
2020-10-06 13:05:55,39.6000,1,475,39.6000,39.7500,39.3000
2020-10-06 13:06:29,39.6000,1,477,39.6000,39.7500,39.3000
