time,latest_trade_price,trade_volume,accumulate_trade_volume,open,high,low
2020-10-06 13:05:42,63.1000,1,202,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
2020-10-06 13:06:00,63.1000,1,203,62.7000,63.3000,62.7000
